vehicle_id,length_of_study_time_step,in_study_repair
2301,432.6,0
2302,217.8,0
2307,179.0,0
2308,285.4,1
2309,215.0,1
2310,443.4,0
2312,281.4,0
2313,320.4,1
2314,296.2,0
2315,238.2,0
2316,359.8,0
2317,238.6,1
2318,121.0,0
2319,322.8,1
2321,430.4,0
2323,436.2,0
2325,134.4,0
2326,355.2,1
2327,428.4,0
2330,142.6,0
2331,212.8,1
2332,291.4,1
2333,393.6,0
2334,218.0,0
2335,142.2,0
2336,289.6,0
2338,204.2,0
2339,180.6,0
2340,228.2,0
2341,252.0,0
2342,266.8,1
2344,421.0,0
2346,410.0,0
2347,149.4,0
2348,324.0,0
2349,332.0,0
2352,421.2,0
2353,395.8,0
2354,131.2,0
2355,138.4,0
2356,140.8,0
2357,400.6,0
2359,356.4,0
2360,286.8,0
2361,428.4,0
2363,435.2,0
2364,289.4,0
2365,216.4,0
2366,280.0,1
2367,358.0,0
2368,145.0,0
2370,430.8,0
2371,214.4,0
2372,344.4,0
2373,147.4,0
2374,188.6,0
2377,345.6,0
2379,215.0,0
2380,168.8,0
2381,363.6,0
2382,145.0,0
2383,425.0,0
2384,137.2,0
2385,145.2,0
2386,101.0,1
2387,173.2,0
2390,160.8,0
2391,424.8,0
2392,434.0,0
2393,335.4,1
2394,273.6,0
2395,420.4,0
2396,168.4,0
2397,242.2,0
2399,401.2,0
2402,234.8,0
2403,434.8,0
2404,174.4,0
2406,336.8,0
2409,287.4,0
2410,401.8,0
2411,383.6,0
2412,132.2,0
2413,218.6,0
2414,385.2,0
2416,159.6,0
2417,364.8,1
2420,425.4,0
2422,426.8,0
2423,222.6,0
2425,240.2,0
2426,328.6,0
2427,171.2,1
2430,289.2,0
2431,284.0,0
2432,175.0,0
2434,211.6,0
2435,166.4,0
2437,360.8,0
2438,138.4,0
2440,276.8,0
2442,340.6,1
2443,307.6,0
2444,399.0,0
2445,220.2,1
2446,427.0,0
2448,434.0,0
2449,285.6,0
2450,284.8,1
2451,397.6,0
2453,364.2,0
2454,423.4,0
2455,420.6,0
2456,223.0,0
2457,231.2,1
2460,417.6,0
2461,290.6,1
2463,436.6,0
2465,402.4,0
2467,409.6,0
2468,289.6,1
2470,288.4,1
2471,319.2,0
2472,140.6,0
2474,427.4,0
2475,396.6,0
2476,284.0,1
2477,215.6,0
2478,429.4,0
2479,215.6,0
2480,313.8,1
2482,332.6,0
2483,360.0,0
2484,179.2,0
2485,305.2,0
2486,217.0,0
2489,211.2,1
2491,218.0,1
2492,435.2,0
2493,394.8,0
2494,413.4,0
2495,217.4,0
2496,249.8,0
2497,361.6,0
2498,347.2,0
2500,144.2,0
2503,267.8,0
2504,422.4,0
2505,212.2,0
2506,428.0,0
2508,426.4,0
2509,304.6,0
2510,426.2,0
2511,286.0,0
2514,216.2,0
2516,290.0,0
2517,138.0,0
2518,295.4,0
2519,413.2,0
2522,215.8,0
2523,197.2,1
2524,401.2,0
2528,411.6,1
2531,194.0,0
2532,213.8,0
2533,430.0,0
2534,291.2,0
2536,427.0,1
2537,263.2,0
2539,425.0,0
2540,331.2,0
2541,435.0,0
2542,168.4,0
2543,149.8,1
2545,427.6,0
2547,362.0,0
2549,275.6,0
2550,270.0,0
2552,430.0,0
2554,217.6,0
2556,407.0,0
2557,418.6,0
2559,151.2,0
2560,172.4,0
2561,129.2,0
2562,217.8,1
2563,360.6,0
2564,297.4,0
2567,417.2,0
2568,325.6,0
2569,414.0,0
2573,270.0,1
2574,434.0,0
2576,407.4,0
2577,195.4,0
2578,314.6,0
2580,315.4,0
2582,382.4,0
2584,349.0,1
2585,214.0,0
2586,418.6,0
2588,386.6,0
2589,334.6,0
2590,388.2,0
2592,156.0,1
2593,239.4,0
2594,435.4,0
2596,376.0,0
2598,239.2,0
2600,315.8,1
2601,215.6,1
2602,412.6,0
2603,415.6,0
2604,283.0,0
2605,177.0,0
2607,169.8,0
2610,234.0,0
2612,144.4,0
2613,417.6,0
2615,236.4,0
2616,420.8,0
2622,351.8,0
2623,143.8,0
2624,344.6,1
2625,211.8,0
2626,128.0,0
2628,419.6,0
2629,265.2,1
2630,418.2,0
2633,356.8,0
2634,435.6,0
2635,419.4,0
2636,314.6,0
2637,280.0,1
2640,377.2,0
2641,189.2,0
2642,173.8,0
2645,425.2,0
2646,164.6,1
2647,255.8,0
2648,435.8,0
2649,190.8,0
2650,319.6,1
2651,364.6,0
2652,314.6,0
2654,292.2,0
2655,273.0,0
2657,375.2,0
2658,284.2,1
2659,303.0,0
2660,355.8,0
2661,405.0,0
2662,162.0,0
2664,365.4,1
2666,343.0,1
2667,218.4,0
2668,142.2,0
2669,410.2,0
2671,249.8,1
2672,364.0,1
2676,236.0,0
2677,432.8,0
2678,139.8,0
2679,424.2,0
2680,225.4,0
2682,204.8,1
2684,431.0,0
2685,266.6,0
2686,432.2,0
2688,415.6,0
2689,433.6,0
2690,239.8,0
2691,285.8,0
2692,417.0,0
2694,143.0,0
2697,413.8,0
2698,229.2,0
2699,204.6,0
2700,389.6,0
2703,390.0,0
2704,359.6,0
2705,288.2,0
2707,399.8,0
2708,212.8,0
2709,223.4,0
2711,430.2,0
2712,253.0,0
2713,324.2,0
2714,409.6,0
2717,216.8,0
2720,359.8,0
2721,139.4,0
2722,141.6,0
2723,424.2,0
2724,394.2,0
2727,265.6,1
2728,405.8,0
2729,417.4,0
2730,402.6,0
2733,171.6,0
2734,122.6,0
2735,429.2,0
2737,432.4,0
2738,139.6,0
2739,429.4,0
2740,178.0,0
2742,421.6,0
2745,113.2,1
2748,145.8,0
2749,141.6,0
2750,425.0,0
2752,352.8,1
2753,243.6,0
2754,222.6,0
2755,295.6,0
2756,422.0,0
2757,431.2,0
2759,375.6,0
2760,402.4,0
2761,322.8,0
2762,352.4,0
2763,347.0,0
2764,292.2,0
2766,307.4,0
2767,428.4,0
2769,349.4,1
2772,363.6,0
2773,216.8,0
2775,427.2,0
2776,299.2,0
2777,285.0,0
2778,371.2,0
2781,412.2,0
2782,374.2,0
2783,144.4,0
2785,400.0,0
2787,347.2,1
2788,420.4,1
2791,338.0,1
2792,424.2,0
2794,348.0,1
2797,215.2,0
2798,111.0,1
2800,326.4,0
2801,200.2,1
2802,231.4,1
2807,201.4,1
2808,254.2,0
2810,418.6,0
2812,144.8,0
2813,140.4,0
2814,218.4,0
2816,420.8,0
2817,429.2,0
2818,424.6,0
2819,422.8,0
2820,405.2,0
2821,130.2,0
2822,411.0,0
2823,219.0,0
2825,206.8,0
2826,266.0,0
2827,399.8,0
2830,350.0,0
2831,411.6,0
2832,426.6,0
2833,364.6,0
2834,425.0,0
2835,371.0,0
2836,407.4,0
2837,419.8,0
2839,426.0,0
2840,126.2,0
2841,428.8,0
2842,276.2,0
2845,414.0,0
2849,380.6,0
2851,138.2,0
2852,399.6,0
2853,392.6,0
2854,402.0,0
2855,184.6,0
2858,250.0,1
2859,412.8,0
2861,316.6,0
2862,371.4,0
2863,420.0,0
2864,215.2,0
2865,423.4,0
2867,403.2,0
2868,211.8,1
2869,290.4,0
2871,374.8,0
2872,125.4,0
2873,418.8,0
2874,392.6,0
2875,403.0,0
2876,256.2,1
2877,418.6,0
2878,398.6,0
2879,427.4,0
2880,251.8,0
2881,421.2,0
2883,397.6,0
2889,411.8,0
2890,422.2,0
2891,218.4,0
2892,427.8,0
2893,418.8,0
2894,413.2,0
2895,346.4,1
2898,428.6,0
2899,419.6,0
2901,390.6,0
2902,411.2,0
2903,409.0,0
2907,284.6,0
2908,171.2,0
2909,130.0,0
2911,414.2,0
2913,404.6,0
2914,359.6,0
2915,367.2,0
2916,217.2,0
2917,143.4,0
2918,372.8,0
2922,316.2,0
2923,427.0,0
2924,405.2,0
2925,346.0,0
2927,285.0,0
2928,145.0,0
2931,281.4,0
2933,284.8,1
2935,215.0,0
2937,153.0,0
2938,218.6,0
2941,386.0,0
2942,358.6,1
2944,300.8,0
2948,418.6,0
2952,272.6,1
2954,399.6,0
2955,398.8,0
2957,388.8,0
2958,211.0,0
2959,174.8,0
2960,418.8,0
2961,399.0,0
2962,142.6,1
2963,158.0,1
2964,343.0,0
2965,406.0,0
2966,209.2,0
2967,422.2,0
2968,366.8,0
2969,362.4,0
2970,403.4,0
2971,210.8,0
2975,143.0,0
2978,332.0,0
2979,270.4,0
2980,306.0,0
2981,420.0,0
2982,289.2,0
2983,402.2,0
2984,238.4,0
2986,388.0,0
2988,142.8,0
2989,168.4,0
2991,394.6,0
2992,397.2,0
2994,226.8,1
2995,371.0,0
2997,428.6,0
2998,403.8,0
2999,178.0,0
3000,291.2,0
3001,219.8,0
3002,207.6,0
3003,417.6,0
3004,153.4,0
3005,217.2,0
3006,142.8,0
3007,143.6,0
3008,427.0,0
3009,131.6,0
3010,407.4,0
3011,287.8,1
3012,355.4,0
3013,377.2,0
3014,209.8,0
3015,411.8,0
3017,169.0,0
3018,391.8,0
3019,394.6,0
3020,126.6,0
3021,140.0,0
3024,191.8,0
3026,144.2,0
3028,227.8,1
3029,135.8,0
3031,211.4,1
3032,192.8,0
3036,204.0,0
3037,255.2,0
3038,422.6,0
3039,305.8,1
3040,218.0,0
3042,217.0,0
3043,199.8,0
3044,312.6,0
3045,214.8,0
3046,213.2,0
3047,123.4,0
3048,148.4,1
3050,183.6,0
3051,413.4,0
3052,216.2,0
3053,423.8,0
3054,378.0,0
3056,362.6,0
3058,394.4,0
3059,390.8,0
3060,257.8,0
3062,228.4,0
3063,415.8,0
3064,216.4,0
3070,403.2,0
3071,415.2,0
3072,286.6,0
3073,146.2,0
3075,175.4,0
3076,132.2,0
3077,374.4,0
3078,283.0,0
3080,205.0,0
3081,361.0,1
3083,195.2,1
3084,412.8,0
3085,390.4,0
3086,409.8,0
3087,201.8,0
3089,141.0,0
3091,129.4,0
3092,320.0,0
3093,128.8,1
3094,142.6,0
3095,210.0,0
3096,277.0,0
3097,215.0,0
3098,348.4,0
3100,213.6,0
3101,415.4,0
3102,410.6,0
3103,416.8,0
3105,402.4,0
3107,414.6,0
3108,136.8,0
3109,281.4,0
3111,392.8,0
3113,397.0,0
3114,142.0,0
3115,270.8,0
3116,408.8,0
3118,137.4,0
3120,224.8,0
3121,198.6,0
3126,224.8,0
3128,204.2,0
3129,404.6,0
3131,349.6,0
3132,396.0,0
3133,143.2,0
3134,147.2,1
3135,424.4,0
3136,392.6,0
3137,167.2,0
3138,411.6,0
3139,327.2,0
3141,246.4,0
3142,404.4,0
3143,380.8,0
3144,408.6,0
3145,140.0,0
3147,347.8,0
3150,287.6,0
3152,144.2,0
3153,218.0,0
3154,218.4,0
3155,309.8,0
3156,394.6,0
3157,381.8,0
3162,138.6,0
3163,396.6,0
3165,414.8,0
3166,237.0,0
3167,339.2,0
3168,286.4,1
3170,206.0,0
3171,398.0,0
3172,212.4,0
3173,143.4,0
3176,190.0,1
3177,212.0,0
3178,214.2,0
3179,278.6,0
3180,379.0,0
3182,414.8,0
3184,189.0,0
3185,398.0,0
3189,283.4,0
3195,144.0,0
3196,284.4,0
3198,398.4,0
3199,278.4,0
3200,214.2,0
3201,187.8,0
3203,407.2,0
3205,400.4,0
3206,381.6,0
3207,217.0,0
3208,144.6,0
3210,389.2,0
3211,414.4,0
3212,207.2,0
3214,367.6,0
3216,314.6,0
3218,357.8,0
3219,266.0,0
3220,412.0,0
3223,187.2,1
3224,216.4,0
3226,276.6,1
3227,355.2,0
3228,415.4,0
3229,418.0,0
3231,147.4,0
3232,131.8,0
3233,396.8,0
3234,347.8,0
3235,216.0,0
3237,345.6,0
3238,373.0,0
3239,384.0,0
3240,131.4,0
3241,357.6,1
3242,419.0,0
3243,422.4,0
3244,267.6,0
3245,403.0,0
3249,172.0,0
3251,209.8,0
3254,420.2,0
3255,217.6,0
3257,319.2,0
3258,385.6,0
3259,218.6,0
3260,400.4,0
3261,207.8,0
3263,349.8,0
3264,373.0,0
3265,415.2,0
3266,404.0,0
3267,374.2,0
3268,202.2,0
3271,291.8,1
3272,93.4,1
3273,419.8,0
3274,142.8,0
3275,399.6,0
3276,219.2,0
3278,328.6,0
3279,420.0,0
3280,418.0,0
3285,253.2,0
3286,291.6,0
3289,254.8,0
3290,370.2,0
3291,410.2,0
3292,355.0,1
3296,153.2,1
3297,139.8,1
3299,141.6,0
3300,416.2,0
3301,375.0,0
3302,237.2,0
3303,190.4,1
3305,407.2,0
3307,354.4,1
3310,256.8,1
3312,422.2,0
3313,127.4,0
3314,363.8,0
3318,404.4,0
3320,276.4,1
3321,206.2,0
3324,406.2,0
3325,379.0,0
3329,128.0,1
3330,398.6,0
3334,405.6,0
3337,215.4,0
3338,136.8,0
3340,181.2,0
3342,162.6,0
3343,394.2,0
3345,144.8,0
3348,317.6,0
3351,191.0,0
3353,144.8,0
3354,401.4,0
3355,250.2,0
3356,181.0,0
3357,210.0,0
3358,401.8,0
3359,302.4,0
3360,169.6,1
3361,387.8,0
3362,142.4,0
3363,346.2,0
3364,232.4,1
3365,417.0,0
3366,138.4,0
3367,352.8,0
3368,100.0,1
3370,202.4,0
3371,217.0,0
3372,391.8,0
3373,216.2,0
3374,182.2,0
3376,393.0,0
3379,215.2,0
3380,295.4,1
3381,394.2,0
3384,383.6,0
3386,238.8,0
3387,405.4,0
3388,212.2,1
3389,176.0,0
3390,383.0,0
3393,410.8,0
3394,396.8,0
3395,234.4,0
3396,215.6,0
3397,400.2,0
3398,278.2,1
3401,323.4,1
3402,419.6,0
3403,281.8,0
3404,144.2,0
3405,414.2,0
3408,211.2,0
3409,192.8,0
3410,387.0,0
3411,249.8,0
3417,144.2,0
3419,409.4,0
3420,264.6,1
3424,144.4,0
3425,174.2,0
3426,382.0,0
3427,397.4,0
3429,390.0,0
3434,205.4,1
3435,407.0,0
3436,133.6,0
3437,156.0,0
3438,377.6,0
3439,392.0,0
3440,289.0,1
3441,406.0,0
3445,217.4,0
3446,130.8,0
3448,374.2,0
3449,416.0,0
3451,403.8,0
3452,398.6,0
3453,271.4,0
3454,201.0,1
3456,412.2,0
3457,394.8,0
3458,146.2,0
3459,218.0,0
3460,403.0,0
3461,403.0,0
3464,218.4,1
3465,206.4,0
3466,408.4,0
3467,210.8,0
3468,401.0,0
3469,407.6,0
3470,385.2,0
3473,275.2,0
3475,136.4,0
3477,82.4,1
3478,398.4,0
3479,378.4,0
3480,167.8,0
3482,217.6,0
3483,219.6,0
3484,384.6,0
3485,395.4,0
3486,259.8,0
3487,175.4,0
3489,178.6,0
3490,380.8,0
3493,409.6,0
3495,396.2,0
3496,176.2,0
3497,361.0,0
3498,412.6,0
3499,137.2,0
3501,397.6,0
3504,365.2,0
3506,210.0,0
3507,410.4,0
3508,140.8,0
3509,210.2,0
3510,370.4,0
3511,400.4,0
3512,373.6,0
3514,332.0,0
3515,132.2,0
3516,396.8,0
3517,288.4,0
3520,408.4,0
3522,277.4,0
3523,326.6,0
3524,315.4,0
3527,407.6,0
3528,253.6,0
3531,263.8,0
3532,338.4,0
3533,348.6,0
3534,384.8,0
3536,254.8,0
3537,274.2,0
3540,391.8,0
3541,217.6,0
3542,389.6,0
3543,389.0,0
3545,215.4,0
3546,331.2,0
3547,391.6,0
3549,368.0,0
3550,349.0,0
3551,218.0,0
3555,138.4,0
3557,396.6,0
3559,351.8,1
3560,414.2,0
3562,320.6,0
3563,278.8,0
3564,224.0,0
3566,397.6,0
3567,402.2,0
3568,236.0,0
3569,392.2,0
3570,411.6,0
3571,396.8,0
3572,137.8,0
3575,215.0,0
3580,378.4,0
3581,142.2,0
3583,393.8,0
3585,391.8,0
3587,291.8,0
3589,284.2,0
3590,403.2,0
3591,402.6,0
3592,406.4,0
3593,393.6,0
3594,356.2,0
3596,405.4,0
3597,144.4,0
3599,393.2,0
3601,320.4,0
3602,386.4,0
3604,288.8,0
3605,341.2,1
3606,348.8,0
3609,376.6,0
3610,260.2,1
3612,401.4,0
3613,245.4,0
3614,144.2,0
3616,377.6,0
3617,403.6,0
3619,178.2,0
3620,406.0,0
3621,398.4,0
3622,406.6,0
3623,407.6,0
3624,211.4,0
3625,130.8,0
3626,405.4,0
3629,387.4,0
3630,232.4,1
3631,406.8,0
3632,393.0,0
3633,404.2,0
3634,404.6,0
3635,277.2,0
3637,147.0,0
3638,407.8,0
3639,382.4,0
3642,399.2,0
3644,130.8,0
3645,416.2,0
3647,407.8,0
3650,291.2,0
3651,136.8,0
3652,130.0,0
3653,308.6,0
3654,221.2,0
3655,217.8,0
3656,379.2,0
3657,382.2,0
3658,208.6,0
3659,336.0,0
3661,399.8,0
3662,218.8,0
3663,194.2,0
3665,404.8,0
3666,237.0,0
3667,145.6,0
3670,412.4,0
3671,252.6,0
3672,296.0,0
3674,405.2,0
3675,162.2,0
3676,403.4,0
3677,288.4,1
3678,145.4,0
3679,200.8,0
3680,362.6,0
3682,399.4,0
3685,157.2,1
3686,389.2,0
3687,196.4,0
3688,275.8,1
3690,323.8,0
3691,291.2,0
3693,211.4,0
3694,386.6,0
3695,405.6,0
3697,324.6,0
3698,237.8,0
3701,208.2,0
3702,403.2,0
3704,216.0,0
3705,197.2,0
3707,212.4,0
3708,128.2,0
3709,218.4,1
3710,144.4,0
3711,145.4,0
3712,214.4,0
3714,209.6,0
3715,255.6,0
3717,302.4,0
3720,385.0,0
3721,391.2,0
3722,141.8,0
3724,391.8,0
3725,147.4,0
3726,209.4,0
3727,354.4,1
3728,135.8,0
3729,291.2,0
3730,218.4,1
3731,367.0,0
3732,392.8,0
3735,325.8,0
3738,396.2,0
3739,211.2,0
3740,173.0,0
3742,387.2,0
3743,385.4,0
3744,333.6,0
3745,164.4,0
3746,343.2,0
3747,253.4,0
3748,176.8,0
3749,192.6,0
3750,210.0,0
3751,202.2,1
3752,395.4,0
3754,122.4,0
3759,277.6,0
3760,162.8,0
3761,212.4,0
3762,186.2,0
3764,378.2,0
3765,289.4,1
3766,152.6,0
3768,326.6,0
3769,217.4,0
3770,219.8,1
3771,211.6,0
3772,339.4,0
3773,400.0,0
3774,412.4,0
3775,397.0,0
3779,364.4,0
3780,324.0,0
3781,407.8,0
3782,208.0,0
3784,138.6,0
3787,322.0,0
3790,308.8,1
3791,325.2,0
3792,369.2,0
3794,274.2,0
3796,356.0,0
3797,289.6,0
3799,203.0,0
3800,178.8,0
3801,355.0,1
3803,211.4,1
3804,184.0,0
3805,283.2,0
3806,314.8,0
3807,398.4,0
3808,175.0,0
3809,404.2,0
3810,197.4,0
3811,400.8,0
3813,180.4,0
3814,132.8,0
3815,286.6,0
3817,211.0,0
3818,300.4,0
3819,203.8,0
3820,252.6,0
3821,243.4,0
3822,389.4,0
3823,414.4,0
3824,177.6,0
3825,162.2,0
3827,127.8,0
3828,133.0,0
3829,203.6,0
3830,175.6,1
3831,403.0,0
3832,355.0,0
3833,166.6,0
3834,169.6,0
3836,200.2,1
3837,400.6,0
3838,330.4,0
3839,222.6,1
3841,396.4,0
3843,154.0,0
3844,144.0,0
3845,403.2,0
3846,130.8,0
3847,143.4,0
3848,407.2,0
3849,324.0,0
3850,357.4,0
3851,387.8,1
3852,375.2,0
3853,319.4,1
3854,411.0,0
3855,351.6,0
3856,245.8,0
3857,318.8,1
3858,253.4,1
3859,144.2,0
3861,382.0,0
3862,318.4,0
3863,145.6,0
3864,210.6,0
3865,213.8,1
3867,380.4,0
3868,359.2,0
3870,205.2,1
3871,133.6,0
3872,392.4,0
3875,132.0,0
3876,353.0,0
3877,407.6,0
3879,401.4,0
3880,299.0,1
3881,289.4,0
3882,135.0,0
3883,205.6,0
3885,191.2,0
3888,313.6,0
3889,216.6,0
3890,282.6,0
3891,394.6,0
3892,355.2,0
3893,390.4,0
3894,135.0,0
3895,376.8,0
3896,202.8,0
3897,204.6,0
3898,394.6,0
3899,207.6,0
3901,323.6,1
3902,375.0,0
3903,408.8,0
3904,308.6,0
3906,206.6,0
3907,386.8,0
3908,167.2,0
3913,217.8,0
3914,292.0,0
3915,346.2,0
3916,327.4,0
3917,205.4,0
3919,207.4,0
3921,355.6,0
3923,399.2,0
3924,320.6,0
3925,159.2,0
3926,199.6,0
3928,278.0,0
3929,290.0,1
3930,364.4,0
3931,269.0,0
3932,176.4,0
3933,237.8,0
3934,364.4,0
3935,262.4,1
3937,392.8,0
3938,130.4,0
3940,206.6,0
3942,264.2,1
3943,377.6,0
3944,398.8,0
3945,191.6,1
3946,324.4,1
3947,357.4,0
3948,169.6,1
3949,354.2,0
3950,381.2,0
3952,375.2,0
3953,386.6,0
3955,382.0,0
3956,146.0,0
3958,289.2,1
3959,370.2,0
3960,396.8,0
3963,193.0,0
3965,382.4,0
3967,392.6,0
3968,119.8,1
3969,317.8,0
3974,394.6,0
3975,403.4,0
3976,403.0,0
3977,368.6,0
3978,403.4,0
3979,398.6,0
3980,281.4,0
3981,391.8,0
3983,404.6,0
3984,173.2,0
3986,140.6,1
3988,268.4,0
3989,374.4,0
3990,212.0,0
3991,143.2,0
3992,203.0,0
3994,179.4,0
3996,171.6,0
3998,351.6,1
3999,190.2,0
4000,364.8,0
4002,392.0,0
4003,283.2,0
4007,289.2,0
4008,373.0,0
4009,179.8,0
4011,399.2,0
4012,182.0,0
4014,132.4,0
4015,406.2,0
4017,334.2,0
4018,290.8,1
4019,397.2,0
4020,263.2,0
4021,403.4,0
4023,365.6,0
4025,380.4,0
4026,194.0,0
4027,288.2,1
4029,401.0,0
4030,258.4,1
4031,359.4,1
4034,374.2,0
4035,386.0,0
4036,273.8,0
4037,379.0,0
4038,351.2,0
4039,137.0,0
4042,142.4,0
4043,396.2,0
4044,78.6,1
4046,277.2,1
4047,362.0,0
4048,396.6,0
4050,126.8,0
4051,362.0,0
4053,396.6,0
4054,391.4,0
4057,399.6,0
4058,369.0,0
4059,387.8,0
4060,211.8,0
4062,165.4,0
4066,399.2,0
4067,400.6,0
4068,395.6,0
4070,368.4,0
4071,144.8,0
4072,274.8,1
4075,278.6,0
4076,200.2,0
4077,382.2,1
4079,290.4,0
4080,182.4,0
4083,135.2,0
4084,388.4,0
4085,376.2,0
4087,201.6,0
4088,325.4,0
4090,367.0,0
4091,178.8,0
4092,203.8,0
4093,396.2,0
4094,376.8,0
4095,208.0,0
4097,233.6,0
4098,395.0,0
4099,387.6,0
4101,226.8,0
4103,391.4,0
4105,382.2,0
4106,394.4,0
4107,350.0,0
4109,205.8,0
4112,405.8,0
4113,140.0,0
4114,402.8,0
4115,142.0,0
4117,180.8,0
4118,373.6,0
4119,328.4,0
4120,387.8,0
4121,210.2,0
4122,391.6,0
4124,204.4,1
4125,212.6,0
4126,167.8,0
4127,318.2,0
4129,165.2,0
4130,146.2,0
4132,187.6,0
4136,393.4,0
4137,363.2,0
4138,219.2,0
4139,290.4,1
4140,275.0,0
4141,199.6,0
4142,408.2,0
4144,393.4,0
4146,375.0,0
4147,243.8,0
4148,139.0,0
4149,361.0,1
4151,389.8,0
4152,387.8,0
4153,300.6,0
4154,397.6,0
4155,389.6,0
4156,379.6,0
4157,381.8,0
4158,193.4,0
4159,376.0,0
4160,138.8,0
4161,383.6,0
4162,144.2,0
4163,370.6,0
4166,393.8,0
4169,347.0,0
4170,182.2,0
4172,127.6,0
4173,391.0,0
4174,393.6,0
4176,361.2,0
4177,231.2,0
4178,392.0,0
4181,177.2,0
4182,363.2,0
4183,399.4,0
4184,394.2,0
4185,133.4,0
4186,319.4,0
4187,394.4,0
4190,383.6,0
4191,376.8,0
4192,374.0,0
4193,373.0,0
4195,343.2,0
4196,389.6,0
4197,331.2,0
4198,191.0,0
4199,380.8,0
4200,379.8,0
4201,122.2,0
4202,198.0,1
4203,347.2,0
4205,294.2,1
4206,343.6,0
4207,144.2,0
4210,138.8,0
4213,314.2,0
4214,350.0,0
4216,364.8,0
4217,170.8,0
4222,255.2,0
4223,200.6,0
4226,123.2,0
4227,329.0,1
4228,397.8,0
4230,246.4,0
4231,323.4,0
4232,372.6,0
4233,169.6,0
4234,387.6,0
4236,277.4,1
4237,355.0,1
4238,399.6,0
4240,281.4,0
4241,188.8,0
4242,291.2,1
4243,200.0,0
4244,363.8,0
4245,238.0,1
4248,385.0,1
4250,136.4,0
4251,175.4,0
4252,387.6,0
4253,344.8,1
4254,374.8,0
4255,383.6,0
4256,321.6,0
4258,199.2,0
4259,194.2,1
4260,145.2,0
4262,329.8,0
4263,402.2,0
4265,128.2,0
4267,187.4,0
4268,194.2,0
4270,382.2,0
4273,288.2,0
4275,386.6,0
4281,384.0,0
4282,376.2,0
4283,200.6,0
4284,394.8,0
4285,391.6,0
4286,401.8,0
4287,404.4,0
4288,176.2,0
4289,393.4,0
4290,353.0,0
4291,241.4,1
4292,400.2,0
4293,251.2,1
4294,323.2,1
4295,188.6,0
4296,277.4,0
4297,348.4,1
4298,386.2,0
4302,282.6,0
4304,332.8,1
4306,376.4,0
4307,140.4,0
4308,242.8,1
4309,393.6,0
4310,376.8,0
4311,186.4,0
4312,141.8,0
4313,395.2,0
4314,374.4,0
4316,105.0,1
4317,146.2,0
4319,383.4,0
4321,386.4,0
4322,383.4,0
4323,291.0,0
4327,279.4,0
4329,287.2,1
4331,313.4,0
4332,381.6,0
4340,380.6,0
4341,362.4,0
4342,332.0,0
4343,379.2,0
4346,379.4,0
4347,402.8,0
4349,367.6,0
4351,384.0,0
4352,132.2,0
4355,163.6,0
4356,183.0,0
4357,369.6,0
4360,386.0,0
4361,216.8,1
4362,177.6,0
4364,88.2,1
4365,234.4,0
4369,379.6,0
4370,368.4,0
4371,242.2,1
4373,92.0,1
4375,395.4,0
4376,286.4,0
4377,396.0,0
4381,112.4,1
4383,369.0,0
4386,379.8,0
4387,399.4,0
4389,367.2,0
4390,353.2,0
4392,384.6,0
4393,140.2,0
4394,381.0,0
4395,359.4,0
4397,208.6,0
4398,394.8,0
4399,373.4,0
4400,376.6,0
4402,369.2,0
4403,352.0,0
4405,254.4,0
4406,398.6,0
4407,136.4,0
4409,154.6,0
4411,387.2,0
4412,382.0,0
4413,379.8,0
4414,379.0,0
4415,378.8,0
4416,139.2,0
4417,346.8,0
4418,357.0,0
4419,206.2,0
4420,305.2,1
4425,153.6,0
4426,389.6,1
4427,387.0,0
4428,358.0,0
4429,159.4,0
4430,203.4,1
4431,137.0,0
4434,384.6,0
4435,391.2,0
4436,373.2,0
4439,134.4,0
4440,251.6,0
4441,214.0,0
4442,216.0,1
4443,384.4,0
4444,384.2,0
4446,237.2,0
4447,285.6,1
4450,344.6,0
4451,389.0,0
4453,381.6,0
4454,396.8,0
4457,140.4,0
4458,290.2,0
4459,306.0,0
4460,383.6,0
4462,381.8,0
4463,202.2,1
4464,384.8,0
4465,390.2,0
4466,149.8,0
4469,360.0,0
4470,176.2,0
4471,390.6,0
4473,380.4,0
4475,374.0,0
4476,216.2,0
4478,175.4,1
4482,358.8,0
4483,141.6,0
4484,361.6,0
4485,142.8,0
4486,396.2,0
4489,288.4,0
4490,239.0,0
4491,140.8,0
4494,370.4,0
4496,325.4,0
4500,321.8,0
4501,401.4,0
4502,123.0,0
4504,377.6,0
4506,170.2,1
4508,394.8,0
4510,135.0,0
4511,356.4,0
4512,372.0,0
4513,383.4,0
4516,286.8,0
4517,146.0,0
4519,356.4,0
4520,380.8,0
4521,185.2,0
4523,145.0,0
4524,354.6,0
4525,143.6,0
4526,347.4,0
4528,376.0,0
4529,372.0,0
4530,337.0,0
4531,145.4,0
4532,247.0,0
4534,275.2,1
4536,352.2,0
4537,383.6,0
4538,374.2,0
4540,387.6,0
4541,188.2,1
4542,378.0,0
4543,140.0,0
4545,369.0,0
4546,386.6,0
4547,382.4,0
4548,355.4,0
4549,306.6,0
4554,180.0,0
4555,295.6,0
4556,288.4,0
4558,358.8,0
4559,192.0,0
4562,336.2,0
4563,383.2,0
4564,388.0,0
4565,266.0,1
4567,386.2,0
4568,279.8,0
